,Part Number,Quantity,BZA,DA,W,EHM,Baumuster,BU,Family,QVV,Component Number,KG,ANZ,Grouping,Component BU,Component Family,Jan/2019,Feb/2019,Mar/2019,Apr/2019,May/2019,Jun/2019,Jul/2019,Aug/2019,Sep/2019,Oct/2019,Nov/2019,Dec/2019,sum
3151950,A 958 680 60 03,1.0,U7,,,1,C958166,Truck,Atego,QVV24301544T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,1,0,0,0,1,0,1,0,0,0,3
3151951,A 958 680 60 03,1.0,U7,,,1,C958166,Truck,Atego,QVV24301545T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,1,1,1,0,0,0,0,3
3151952,A 958 680 60 03,1.0,U7,,,1,C958166,Truck,Atego,QVV24301547T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,4,5,5,4,5,4,5,6,5,1,44
3151953,A 958 680 60 03,1.0,U7,,,1,C958170,Truck,Atego,QVV27300607T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,2,0,0,0,0,0,0,0,0,0,0,2
3151954,A 958 680 60 03,1.0,U7,,,1,C958170,Truck,Atego,QVV27300652T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,3,3,3,3,3,3,3,3,3,3,3,3,36
3151955,A 958 680 60 03,1.0,U7,,,1,C958170,Truck,Atego,QVV27300687T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,2,0,0,0,1,1,0,1,1,0,0,0,6
3151956,A 958 680 60 03,1.0,U7,,,1,C958170,Truck,Atego,QVV27300705T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,1,3,3,3,3,1,3,2,3,3,2,1,28
3151957,A 958 680 60 03,1.0,U7,,,1,C958170,Truck,Atego,QVV27300709T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,0,0,0,0,0,0,0,0,0,1
3151958,A 958 680 60 03,1.0,U7,,,1,C958170,Truck,Atego,QVV27300713T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,2,2,3,3,3,3,4,6,2,0,28
3151959,A 958 680 60 03,1.0,U7,,,1,C958170,Truck,Atego,QVV27300714T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,0,0,0,1,1,0,0,2
3151960,A 958 680 60 03,1.0,U7,,,1,C958170,Truck,Atego,QVV27300751T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,1,2,3,4,4,4,4,4,2,3,3,1,35
3151961,A 958 680 60 03,1.0,U7,,,1,C958170,Truck,Atego,QVV27300761T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,4,5,5,5,6,3,6,6,4,6,5,2,57
3151962,A 958 680 60 03,1.0,U7,,,1,C958170,Truck,Atego,QVV27300762T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,1,1,0,0,0,0,0,0,2
3151963,A 958 680 60 03,1.0,U7,,,1,C958170,Truck,Atego,QVV27300764T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,1,0,0,1,0,0,1,0,3
3151964,A 958 680 60 03,1.0,U7,,,1,C958170,Truck,Atego,QVV27300765T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,19,20,20,21,23,18,21,21,20,24,19,5,231
3151965,A 958 680 60 03,1.0,U7,,,1,C958170,Truck,Atego,QVV27300766T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,2,2,2,3,1,2,2,1,2,2,1,0,20
3151966,A 958 680 60 03,1.0,U7,,,1,C958170,Truck,Atego,QVV27300772T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,2,1,0,1,1,0,2,2,2,2,1,1,15
3151967,A 958 680 60 03,1.0,U7,,,1,C958170,Truck,Atego,QVV27300773T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,1,1,0,1,1,1,0,0,1,1,0,0,7
3151968,A 958 680 60 03,1.0,U7,,,1,C958170,Truck,Atego,QVV27300774T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,1,0,0,0,1,1,0,1,1,1,6
3151969,A 958 680 60 03,1.0,U7,,,1,C958170,Truck,Atego,QVV27300776T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,1,0,0,1,0,0,1,3
3151970,A 958 680 60 03,1.0,U7,,,1,C958170,Truck,Atego,QVV27300777T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,2,2,3,2,3,3,3,2,3,3,2,0,28
3151971,A 958 680 60 03,1.0,U7,,,1,C958170,Truck,Atego,QVV27300780T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,1,1,1,2,1,1,2,2,2,1,0,1,15
3151972,A 958 680 60 03,1.0,U7,,,1,C958170,Truck,Atego,QVV27300786T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,5,7,6,7,7,6,7,7,7,8,6,2,75
3151973,A 958 680 60 03,1.0,U7,,,1,C958170,Truck,Atego,QVV27300787T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,1,0,1,1,1,0,0,0,0,1,0,0,5
3151974,A 958 680 60 03,1.0,U7,,,1,C958170,Truck,Atego,QVV27300790T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,1,1,1,0,0,1,0,4
3151975,A 958 680 60 03,1.0,U7,,,1,C958170,Truck,Atego,QVV27300793T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,1,1,0,0,0,0,1,1,0,5
3151976,A 958 680 60 03,1.0,U7,,,1,C958174,Truck,Atego,QVV27300600T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,7,7,7,7,7,7,7,7,7,7,7,7,84
3151977,A 958 680 60 03,1.0,U7,,,1,C958174,Truck,Atego,QVV27300601T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,4,4,5,4,4,5,4,5,5,4,4,2,50
3151978,A 958 680 60 03,1.0,U7,,,1,C958174,Truck,Atego,QVV27300662T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,1,1,0,1,1,1,1,1,1,1,0,0,9
3151979,A 958 680 60 03,1.0,U7,,,1,C958174,Truck,Atego,QVV27300689T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,1,0,0,0,0,0,0,0,1,0,2
3151980,A 958 680 60 03,1.0,U7,,,1,C958174,Truck,Atego,QVV27300690T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,13,15,12,15,17,12,16,15,15,17,12,4,163
3151981,A 958 680 60 03,1.0,U7,,,1,C958174,Truck,Atego,QVV27300693T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,0,1,1,0,1,1,0,0,0,5
3151982,A 958 680 60 03,1.0,U7,,,1,C958174,Truck,Atego,QVV27300695T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,17,17,18,20,20,16,19,19,19,22,16,5,208
3151983,A 958 680 60 03,1.0,U7,,,1,C958174,Truck,Atego,QVV27300750T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,1,0,0,0,0,0,0,0,1,1,3
3151984,A 958 680 60 03,1.0,U7,,,1,C958174,Truck,Atego,QVV27300775T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,1,0,0,0,1,0,0,0,1,1,4
3151985,A 958 680 60 03,1.0,U7,,,1,C958174,Truck,Atego,QVV27300782T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,2,1,1,1,1,1,2,1,1,2,1,1,15
3151986,A 958 680 60 03,1.0,U7,,,1,C958174,Truck,Atego,QVV27300785T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,2,2,3,2,2,2,2,1,2,2,1,21
3151987,A 958 680 60 03,1.0,U7,,,1,C958174,Truck,Atego,QVV27300789TQR,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,1,1,0,0,0,0,0,2
3151988,A 958 680 60 03,1.0,U7,,,1,C958174,Truck,Atego,QVV27300792T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,1,1,1,1,0,0,1,1,0,1,0,7
3151989,A 958 680 60 03,1.0,U7,,,1,C958174,Truck,Atego,QVV27300794T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,2,2,2,3,3,3,3,2,2,4,2,1,29
3151990,A 958 680 60 03,1.0,U7,,,1,C958174,Truck,Atego,QVV27300795T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,1,0,0,0,0,0,0,0,0,0,0,0,1
3151991,A 958 680 60 03,1.0,U7,,,1,C958174,Truck,Atego,QVV27300796T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,3,0,0,0,0,0,0,0,0,0,0,0,3
3151992,A 958 680 60 03,1.0,U7,,,1,C958184,Truck,Atego,QVV30260206T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,2,4,5,3,4,2,3,3,4,4,4,1,39
3151993,A 958 680 60 03,1.0,U7,,,1,C958184,Truck,Atego,QVV30260207T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,0,0,0,0,1,1,0,0,0,3
3151994,A 958 680 60 03,1.0,U7,,,1,C958184,Truck,Atego,QVV30300497T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,2,1,0,0,0,0,0,0,0,0,0,0,3
3151995,A 958 680 60 03,1.0,U7,,,1,C958184,Truck,Atego,QVV30300600T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,0,0,0,0,1,0,0,1
3151996,A 958 680 60 03,1.0,U7,,,1,C958184,Truck,Atego,QVV30300602T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,1,0,0,0,0,0,0,0,0,0,0,0,1
3151997,A 958 680 60 03,1.0,U7,,,1,C958184,Truck,Atego,QVV30300612T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,1,0,0,0,0,0,0,0,1
3151998,A 958 680 60 03,1.0,U7,,,1,C958184,Truck,Atego,QVV30300615T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,2,2,2,2,1,1,1,1,0,12
3151999,A 958 680 60 03,1.0,U7,,,1,C958184,Truck,Atego,QVV30300618T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,1,0,0,1,0,0,1,1,0,4
3152000,A 958 680 60 03,1.0,U7,,,1,C958184,Truck,Atego,QVV30300652T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,1,1,0,0,0,0,0,0,0,0,0,0,2
3152001,A 958 680 60 03,1.0,U7,,,1,C958184,Truck,Atego,QVV30300654T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,1,1,1,1,1,1,1,1,1,1,10
3152002,A 958 680 60 03,1.0,U7,,,1,C958184,Truck,Atego,QVV30300662T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,0,0,0,0,1,0,0,1
3152003,A 958 680 60 03,1.0,U7,,,1,C958184,Truck,Atego,QVV30300663T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,1,0,1,0,0,0,0,2
3152004,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30260189T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,2,3,3,3,2,2,3,3,2,3,4,1,31
3152005,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30260191T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,3,3,2,3,3,2,2,3,3,3,2,0,29
3152006,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30260203T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,2,1,0,0,0,1,1,0,0,2,0,0,7
3152007,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30260215T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,1,1,0,0,0,1,0,0,0,0,0,3
3152008,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30260217T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,3,2,2,2,2,2,3,2,2,4,3,0,27
3152009,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30260218T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,0,0,0,0,0,0,0,0,0,1
3152010,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30300498T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,30,33,0,0,0,0,0,0,0,0,0,0,63
3152011,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30300499T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,6,7,0,0,0,0,0,0,0,0,0,0,13
3152012,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30300503T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,5,6,0,0,0,0,0,0,0,0,0,0,11
3152013,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30300504T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,5,5,0,0,0,0,0,0,0,0,0,0,10
3152014,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30300546T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,0,0,0,0,0,0,0,0,0,1
3152015,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30300565T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,0,0,0,0,0,0,0,0,0,1
3152016,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30300622T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,32,37,40,31,42,36,41,45,35,10,349
3152017,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30300623T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,7,9,8,11,10,9,8,11,7,1,81
3152018,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30300626T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,1,0,0,0,0,0,0,0,1
3152019,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30300627T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,1,1,0,0,0,1,1,0,0,4
3152020,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30300630T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,1,0,0,0,1,0,0,0,2
3152021,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30300632T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,5,5,4,4,5,6,6,6,5,3,49
3152022,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30300633T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,0,0,0,0,1,0,0,1
3152023,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30300634T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,6,8,9,5,6,7,8,7,7,0,63
3152024,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30300635T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,2,1,2,0,0,1,1,0,0,0,7
3152025,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30300641T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,2,2,0,0,0,0,0,0,0,0,0,0,4
3152026,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30300644T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,1,1,1,1,1,0,1,1,1,1,2,0,11
3152027,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30300645T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,1,0,0,0,0,0,0,1,2
3152028,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30300646T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,1,0,0,0,0,2,0,0,0,0,3
3152029,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30300647T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,1,1,2,2,2,1,1,3,1,0,14
3152030,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30300650T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,1,0,0,0,1,0,0,0,0,1,3
3152031,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30300651T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,3,0,1,0,0,0,1,1,0,7
3152032,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30300655T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,1,0,0,0,0,0,0,1
3152033,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30300656T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,1,0,0,0,0,0,1,0,0,2
3152034,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30300659T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,1,0,0,0,0,1,0,0,0,0,0,0,2
3152035,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30300661T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,1,0,0,1,0,1,0,0,0,4
3152036,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30300664T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,1,0,1,1,1,1,1,1,1,1,1,0,10
3152037,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30300665T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,1,0,0,1,0,0,0,0,2
3152038,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30300667T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,3,4,4,4,4,4,4,4,4,4,4,4,47
3152039,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30300668T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,1,0,1,0,1,0,1,1,0,1,1,0,7
3152040,A 958 680 60 03,1.0,U7,,,1,C958186,Truck,Atego,QVV30300669T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,1,0,0,0,0,0,0,1,2
3152041,A 958 680 60 03,1.0,U7,,,1,C958193,Truck,Atego,QVV33300011T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,1,0,1,0,1,0,1,0,1,0,1,0,6
3152042,A 958 680 60 03,1.0,U7,,,1,C958193,Truck,Atego,QVV33300012T,Z 538.534/13,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,1,0,1,0,1,0,1,0,0,5
3152043,A 958 680 60 03,1.0,U7,,,1,C958203,Truck,Axor,QVV19332027T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,1,1,0,0,0,0,0,0,0,0,0,0,2
3152044,A 958 680 60 03,1.0,U7,,,1,C958203,Truck,Axor,QVV19332028T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,0,0,9,10,11,10,10,11,11,10,9,6,97
3152045,A 958 680 60 03,1.0,U7,,,1,C958203,Truck,Axor,QVV19332029T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,11,11,0,0,0,0,0,0,0,0,0,0,22
3152046,A 958 680 60 03,1.0,U7,,,1,C958203,Truck,Axor,QVV19332048T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,0,0,0,0,0,0,1,0,1,0,0,0,2
3152047,A 958 680 60 03,1.0,U7,,,1,C958203,Truck,Axor,QVV19332050T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,0,0,1,1,1,1,1,1,1,1,0,0,8
3152048,A 958 680 60 03,1.0,U7,,,1,C958207,Truck,Axor,QVV19331996T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,41,40,0,0,0,0,0,0,0,0,0,0,81
3152049,A 958 680 60 03,1.0,U7,,,1,C958207,Truck,Axor,QVV19332032T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,0,0,37,39,40,37,38,42,41,37,32,23,366
3152050,A 958 680 60 03,1.0,U7,,,1,C958207,Truck,Axor,QVV19332038T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,0,0,0,1,0,0,0,0,0,0,0,0,1
3152051,A 958 680 60 03,1.0,U7,,,1,C958207,Truck,Axor,QVV19332040T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,2,2,3,3,3,2,3,3,3,3,2,0,29
3152052,A 958 680 60 03,1.0,U7,,,1,C958208,Truck,Axor,QVV19331967T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,7,6,0,0,0,0,0,0,0,0,0,0,13
3152053,A 958 680 60 03,1.0,U7,,,1,C958208,Truck,Axor,QVV19332003T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,11,10,14,16,14,11,14,13,11,16,10,1,141
3152054,A 958 680 60 03,1.0,U7,,,1,C958208,Truck,Axor,QVV19332004T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,0,1,0,0,0,0,1,0,1,0,0,0,3
3152055,A 958 680 60 03,1.0,U7,,,1,C958208,Truck,Axor,QVV19332005T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,3,4,5,5,4,3,4,3,5,4,4,0,44
3152056,A 958 680 60 03,1.0,U7,,,1,C958208,Truck,Axor,QVV19332021T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,0,0,6,6,6,6,6,7,7,6,6,4,60
3152057,A 958 680 60 03,1.0,U7,,,1,C958208,Truck,Axor,QVV19332037T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,2,1,2,3,2,2,2,2,2,3,1,1,23
3152058,A 958 680 60 03,1.0,U7,,,1,C958208,Truck,Axor,QVV19332042T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,2,1,2,2,2,1,2,2,2,2,2,0,20
3152059,A 958 680 60 03,1.0,U7,,,1,C958208,Truck,Axor,QVV19332044T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,0,0,0,0,1,0,0,0,0,0,0,0,1
3152060,A 958 680 60 03,1.0,U7,,,1,C958208,Truck,Axor,QVV19332047T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,2,1,3,3,2,2,2,3,2,3,2,0,25
3152061,A 958 680 60 03,1.0,U7,,,1,C958254,Truck,Axor,QVV25330737T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,1,1,1,1,1,1,1,1,1,1,1,1,12
3152062,A 958 680 60 03,1.0,U7,,,1,C958254,Truck,Axor,QVV25330741T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,2,0,1,1,1,0,1,1,0,1,1,0,9
3152063,A 958 680 60 03,1.0,U7,,,1,C958254,Truck,Axor,QVV25330743T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,4,4,4,4,4,4,4,4,4,4,4,4,48
3152064,A 958 680 60 03,1.0,U7,,,1,C958257,Truck,Axor,QVV25330730T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,4,3,3,3,3,3,3,3,3,3,3,3,37
3152065,A 958 680 60 03,1.0,U7,,,1,C958257,Truck,Axor,QVV25330751T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,0,1,0,0,0,0,0,0,0,0,0,0,1
3152066,A 958 680 60 03,1.0,U7,,,1,C958260,Truck,Axor,QVV28311448T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,0,0,0,0,0,0,1,0,0,0,0,0,1
3152067,A 958 680 60 03,1.0,U7,,,1,C958260,Truck,Axor,QVV31310697T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,4,4,0,0,0,0,0,0,0,0,0,0,8
3152068,A 958 680 60 03,1.0,U7,,,1,C958260,Truck,Axor,QVV31310698T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,2,3,0,0,0,0,0,0,0,0,0,0,5
3152069,A 958 680 60 03,1.0,U7,,,1,C958260,Truck,Axor,QVV31310728T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,8,7,7,7,7,7,7,7,7,7,7,7,85
3152070,A 958 680 60 03,1.0,U7,,,1,C958260,Truck,Axor,QVV31310776T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,0,0,3,3,4,3,4,4,3,4,3,3,34
3152071,A 958 680 60 03,1.0,U7,,,1,C958260,Truck,Axor,QVV31310777T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,0,0,3,2,3,3,2,3,3,2,2,1,24
3152072,A 958 680 60 03,1.0,U7,,,1,C958260,Truck,Axor,QVV31310791T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,1,0,0,0,0,0,0,0,1,0,1,0,3
3152073,A 958 680 60 03,1.0,U7,,,1,C958260,Truck,Axor,QVV31310801T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,3,2,4,4,4,4,4,4,3,4,2,0,38
3152074,A 958 680 60 03,1.0,U7,,,1,C958260,Truck,Axor,QVV31310809T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,0,0,1,0,0,1,0,0,0,0,0,0,2
3152075,A 958 680 60 03,1.0,U7,,,1,C958260,Truck,Axor,QVV31310810T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,0,0,0,1,1,0,1,1,1,1,1,0,7
3152076,A 958 680 60 03,1.0,U7,,,1,C958260,Truck,Axor,QVV31310812T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,0,1,1,1,1,0,1,0,0,1,0,0,6
3152077,A 958 680 60 03,1.0,U7,,,1,C958260,Truck,Axor,QVV31310820T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,1,0,0,0,0,0,0,0,0,0,0,0,1
3152078,A 958 680 60 03,1.0,U7,,,1,C958260,Truck,Axor,QVV31310822T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,0,1,0,0,0,0,0,0,0,0,0,0,1
3152079,A 958 680 60 03,1.0,U7,,,1,C958260,Truck,Axor,QVV31310832T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,0,0,0,1,0,0,0,1,1,1,0,0,4
3152080,A 958 680 60 03,1.0,U7,,,1,C958264,Truck,Axor,QVV28311450T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,0,0,0,0,1,1,1,1,1,0,0,0,5
3152081,A 958 680 60 03,1.0,U7,,,1,C958264,Truck,Axor,QVV28311451T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,0,0,0,0,0,1,0,0,1,0,0,0,2
3152082,A 958 680 60 03,1.0,U7,,,1,C958264,Truck,Axor,QVV28311452T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,0,0,0,1,1,1,1,1,1,1,0,1,8
3152083,A 958 680 60 03,1.0,U7,,,1,C958264,Truck,Axor,QVV31310729T,Z 538.534/13,S681,1,Aggregate SAA D958870,Cabin,,1,0,0,0,0,0,0,0,0,0,0,0,1
