,Part Number,Quantity,BZA,DA,W,EHM,Baumuster,BU,Family,QVV,Component Number,KG,ANZ,Grouping,Component BU,Component Family,Jan/2019,Feb/2019,Mar/2019,Apr/2019,May/2019,Jun/2019,Jul/2019,Aug/2019,Sep/2019,Oct/2019,Nov/2019,Dec/2019,sum
3147715,A 958 680 08 05,1.0,U7,,,1,C958471,Truck,Axor,QVV33442128T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,1,0,0,0,0,0,0,0,0,1
3147716,A 958 680 08 05,1.0,U7,,,1,C958478,Truck,Axor,QVV33441995T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,1,0,0,0,0,0,0,0,1
3147717,A 958 680 08 05,1.0,U7,,,1,C958478,Truck,Axor,QVV33442041T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,0,0,1,0,0,0,0,0,1
3147718,A 958 680 08 05,1.0,U7,,,1,C958478,Truck,Axor,QVV33442097T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,0,0,0,1,0,1,0,0,2
3147719,A 958 680 08 05,1.0,U7,,,1,C958478,Truck,Axor,QVV33442110T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,1,0,0,0,0,0,0,0,0,0,0,0,1
3147720,A 958 680 08 05,1.0,U7,,,1,C958478,Truck,Axor,QVV33442131T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,0,0,1,0,0,0,0,0,1
3147721,A 958 680 08 05,1.0,U7,,,1,C958478,Truck,Axor,QVV33442132T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,0,0,0,0,0,0,1,0,0,0,0,1
3147722,A 958 680 08 05,1.0,U7,,,1,C958478,Truck,Axor,QVV33442133T,Z 536.230/76,S681,1,Aggregate SAA D958880,Cabin,,0,1,0,1,0,0,0,0,1,0,0,0,3
3148748,A 958 680 14 05,1.0,U7,,,1,C958207,Truck,Axor,QVV19332038T,Z 536.230/81,S681,1,Aggregate SAA D958870,Cabin,,0,0,0,1,0,0,0,0,0,0,0,0,1
3148749,A 958 680 14 05,1.0,U7,,,1,C958208,Truck,Axor,QVV19332037T,Z 536.230/81,S681,1,Aggregate SAA D958870,Cabin,,2,1,2,3,2,2,2,2,2,3,1,1,23
3148750,A 958 680 14 05,1.0,U7,,,1,C958254,Truck,Axor,QVV25330741T,Z 536.230/81,S681,1,Aggregate SAA D958870,Cabin,,2,0,1,1,1,0,1,1,0,1,1,0,9
3148851,A 958 680 15 05,1.0,U7,,,1,C958077,Truck,Atego,QVV17290528T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,0,0,0,0,0,0,0,0,0,1
3148852,A 958 680 15 05,1.0,U7,,,1,C958077,Truck,Atego,QVV17290529T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,1,0,0,0,0,0,0,0,0,0,0,0,1
3148853,A 958 680 15 05,1.0,U7,,,1,C958077,Truck,Atego,QVV17290539T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,0,0,1,1,0,1,0,1,0,0,1,1,6
3148854,A 958 680 15 05,1.0,U7,,,1,C958077,Truck,Atego,QVV17290565T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,0,1,0,1,0,0,0,2
3148855,A 958 680 15 05,1.0,U7,,,1,C958164,Truck,Atego,QVV24301495T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,0,0,0,0,0,2,0,2
3148856,A 958 680 15 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301391T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,22,24,0,0,0,0,0,0,0,0,0,0,46
3148857,A 958 680 15 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301392T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,5,5,0,0,0,0,0,0,0,0,0,0,10
3148858,A 958 680 15 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301394T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,1,2,0,0,0,0,0,0,0,0,0,0,3
3148859,A 958 680 15 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301454T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,1,1,0,0,0,0,0,0,0,0,0,0,2
3148860,A 958 680 15 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301466T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,2,7,0,0,0,0,0,0,0,0,0,0,9
3148861,A 958 680 15 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301479T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,0,0,0,0,0,0,0,0,0,1
3148862,A 958 680 15 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301487T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,0,0,0,0,0,0,0,0,0,1
3148863,A 958 680 15 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301492T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,4,4,0,0,0,0,0,0,0,0,0,0,8
3148864,A 958 680 15 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301502T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,0,0,7,7,7,7,7,7,7,7,7,7,70
3148865,A 958 680 15 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301503T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,0,0,23,26,27,21,29,24,26,31,24,6,237
3148866,A 958 680 15 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301504T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,0,0,8,7,6,6,5,6,7,9,6,2,62
3148867,A 958 680 15 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301507T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,1,0,1,0,0,0,0,0,0,2
3148868,A 958 680 15 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301508T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,1,0,0,1,0,0,1,1,0,4
3148869,A 958 680 15 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301511T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,0,0,1,1,2,2,2,2,1,1,2,2,16
3148870,A 958 680 15 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301512T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,1,1,1,0,1,0,1,0,0,5
3148871,A 958 680 15 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301513T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,1,1,1,1,1,2,1,1,0,9
3148872,A 958 680 15 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301514T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,1,0,1,1,1,0,0,0,0,4
3148873,A 958 680 15 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301516T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,0,0,1,1,1,0,1,0,0,0,1,0,5
3148874,A 958 680 15 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301517T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,0,0,4,5,5,4,4,5,5,6,4,1,43
3148875,A 958 680 15 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301527T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,1,0,0,1,0,0,0,0,2
3148876,A 958 680 15 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301537T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,4,5,0,0,0,0,0,0,0,0,0,0,9
3148877,A 958 680 15 05,1.0,U7,,,1,C958166,Truck,Atego,QVV24301547T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,0,0,4,5,5,4,5,4,5,6,5,1,44
3148878,A 958 680 15 05,1.0,U7,,,1,C958186,Truck,Atego,QVV30300498T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,30,33,0,0,0,0,0,0,0,0,0,0,63
3148879,A 958 680 15 05,1.0,U7,,,1,C958186,Truck,Atego,QVV30300499T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,6,7,0,0,0,0,0,0,0,0,0,0,13
3148880,A 958 680 15 05,1.0,U7,,,1,C958186,Truck,Atego,QVV30300503T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,5,6,0,0,0,0,0,0,0,0,0,0,11
3148881,A 958 680 15 05,1.0,U7,,,1,C958186,Truck,Atego,QVV30300565T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,0,0,0,0,0,0,0,0,0,1
3148882,A 958 680 15 05,1.0,U7,,,1,C958186,Truck,Atego,QVV30300622T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,0,0,32,37,40,31,42,36,41,45,35,10,349
3148883,A 958 680 15 05,1.0,U7,,,1,C958186,Truck,Atego,QVV30300623T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,0,0,7,9,8,11,10,9,8,11,7,1,81
3148884,A 958 680 15 05,1.0,U7,,,1,C958186,Truck,Atego,QVV30300626T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,1,0,0,0,0,0,0,0,1
3148885,A 958 680 15 05,1.0,U7,,,1,C958186,Truck,Atego,QVV30300627T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,1,1,0,0,0,1,1,0,0,4
3148886,A 958 680 15 05,1.0,U7,,,1,C958186,Truck,Atego,QVV30300632T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,0,0,5,5,4,4,5,6,6,6,5,3,49
3148887,A 958 680 15 05,1.0,U7,,,1,C958186,Truck,Atego,QVV30300633T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,0,0,0,0,1,0,0,1
3148888,A 958 680 15 05,1.0,U7,,,1,C958186,Truck,Atego,QVV30300645T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,1,0,0,0,0,0,0,1,2
3148889,A 958 680 15 05,1.0,U7,,,1,C958186,Truck,Atego,QVV30300646T,Z 536.230/82,S681,1,Aggregate SAA D958860,Cabin,,0,0,1,0,0,0,0,2,0,0,0,0,3
3148925,A 958 680 18 05,1.0,U7,,,1,C958030,Truck,Atego,QVV14180998T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,1,0,1,2,2,0,1,1,1,10
3148926,A 958 680 18 05,1.0,U7,,,1,C958032,Truck,Atego,QVV14180992T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,0,0,0,1,0,0,0,1
3148927,A 958 680 18 05,1.0,U7,,,1,C958034,Truck,Atego,QVV14180981T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,1,0,1,1,1,1,1,1,1,1,1,1,11
3148928,A 958 680 18 05,1.0,U7,,,1,C958034,Truck,Atego,QVV14180988T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,4,0,4,1,3,6,6,1,5,1,4,35
3148929,A 958 680 18 05,1.0,U7,,,1,C958034,Truck,Atego,QVV14180993T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,1,0,1,1,1,0,1,0,0,6
3148930,A 958 680 18 05,1.0,U7,,,1,C958034,Truck,Atego,QVV14180997T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,2,0,2,1,1,3,3,1,2,1,2,18
3148931,A 958 680 18 05,1.0,U7,,,1,C958034,Truck,Atego,QVV14181009T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,2,1,0,0,0,0,0,0,3
3148932,A 958 680 18 05,1.0,U7,,,1,C958036,Truck,Atego,QVV14181010T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,1,0,0,0,0,0,0,1
3148933,A 958 680 18 05,1.0,U7,,,1,C958036,Truck,Atego,QVV14181011T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,1,0,1,0,1,0,1,0,1,5
3148934,A 958 680 18 05,1.0,U7,,,1,C958070,Truck,Atego,QVV17180596T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,1,2,2,3,2,2,1,1,1,16
3148935,A 958 680 18 05,1.0,U7,,,1,C958074,Truck,Atego,QVV17251828T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,1,1,1,1,1,2,1,1,1,1,11
3148936,A 958 680 18 05,1.0,U7,,,1,C958074,Truck,Atego,QVV17251847T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,1,0,0,1,0,0,0,0,1,3
3148937,A 958 680 18 05,1.0,U7,,,1,C958074,Truck,Atego,QVV17251862T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,1,4,3,4,3,3,0,3,0,4,0,5,30
3148938,A 958 680 18 05,1.0,U7,,,1,C958074,Truck,Atego,QVV17251880T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,0,1,1,1,1,1,1,1,0,8
3148939,A 958 680 18 05,1.0,U7,,,1,C958076,Truck,Atego,QVV17180598T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,8,8,2,4,4,4,0,10,4,6,4,54
3148940,A 958 680 18 05,1.0,U7,,,1,C958076,Truck,Atego,QVV17251852T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,1,2,1,3,2,3,1,2,1,2,18
3148941,A 958 680 18 05,1.0,U7,,,1,C958076,Truck,Atego,QVV17251883T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,1,0,1,0,1,0,1,0,1,5
3148942,A 958 680 18 05,1.0,U7,,,1,C958076,Truck,Atego,QVV17251885T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,1,0,1,0,1,0,0,3
3148943,A 958 680 18 05,1.0,U7,,,1,C958076,Truck,Atego,QVV17251887T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,1,1,0,1,0,0,0,0,1,1,5
3148944,A 958 680 18 05,1.0,U7,,,1,C958076,Truck,Atego,QVV17251888T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,1,1,0,1,1,1,0,0,5
3148945,A 958 680 18 05,1.0,U7,,,1,C958076,Truck,Atego,QVV17251891T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,3,0,3,0,2,2,2,0,2,0,14
3148946,A 958 680 18 05,1.0,U7,,,1,C958076,Truck,Atego,QVV17251892T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,1,0,1,0,1,1,1,0,1,0,6
3148947,A 958 680 18 05,1.0,U7,,,1,C958076,Truck,Atego,QVV17251893T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,3,3,0,2,0,0,3,0,2,3,16
3148948,A 958 680 18 05,1.0,U7,,,1,C958077,Truck,Atego,QVV17263849T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,2,3,0,0,0,0,0,0,0,0,0,0,5
3148949,A 958 680 18 05,1.0,U7,,,1,C958077,Truck,Atego,QVV17263864T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,2,3,3,2,2,2,2,3,1,2,22
3148950,A 958 680 18 05,1.0,U7,,,1,C958077,Truck,Atego,QVV17280163T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,1,2,1,2,3,5,4,4,3,3,3,1,32
3148951,A 958 680 18 05,1.0,U7,,,1,C958077,Truck,Atego,QVV17280164T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,0,0,0,0,1,0,0,1
3148952,A 958 680 18 05,1.0,U7,,,1,C958077,Truck,Atego,QVV17300488T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,1,1,0,1,1,0,0,1,1,0,0,6
3148953,A 958 680 18 05,1.0,U7,,,1,C958077,Truck,Atego,QVV17300491T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,1,0,0,1,0,0,0,1,0,0,1,0,4
3148954,A 958 680 18 05,1.0,U7,,,1,C958078,Truck,Atego,QVV17251868T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,1,0,2,0,1,0,0,0,2,6
3148955,A 958 680 18 05,1.0,U7,,,1,C958078,Truck,Atego,QVV17251873T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,14,7,5,6,5,4,0,6,0,8,0,9,64
3148956,A 958 680 18 05,1.0,U7,,,1,C958078,Truck,Atego,QVV17251878T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,7,0,0,0,0,0,0,0,0,0,0,0,7
3148957,A 958 680 18 05,1.0,U7,,,1,C958078,Truck,Atego,QVV17263850T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,1,2,1,1,1,1,1,2,1,1,1,13
3148958,A 958 680 18 05,1.0,U7,,,1,C958078,Truck,Atego,QVV17264040T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,6,0,0,0,0,0,0,0,0,0,6
3148959,A 958 680 18 05,1.0,U7,,,1,C958094,Truck,Atego,QVV24281210T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,1,3,1,2,4,6,6,4,4,3,3,2,39
3148960,A 958 680 18 05,1.0,U7,,,1,C958096,Truck,Atego,QVV24254297T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,1,1,1,1,1,1,1,0,1,8
3148961,A 958 680 18 05,1.0,U7,,,1,C958096,Truck,Atego,QVV24254298T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,0,1,1,1,1,1,1,1,0,8
3148962,A 958 680 18 05,1.0,U7,,,1,C958096,Truck,Atego,QVV24254299T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,1,1,1,2,3,3,2,1,1,1,1,17
3148963,A 958 680 18 05,1.0,U7,,,1,C958096,Truck,Atego,QVV24281212T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,1,1,1,1,1,1,0,0,6
3148964,A 958 680 18 05,1.0,U7,,,1,C958130,Truck,Atego,QVV14191109T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,6,6,6,6,7,5,7,6,7,7,6,2,71
3148965,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191028T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,3,3,3,3,3,3,3,3,3,3,3,33
3148966,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191039T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,15,12,0,0,0,0,0,0,0,0,0,0,27
3148967,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191084T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,3,3,3,3,3,3,3,3,3,3,2,1,33
3148968,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191086T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,1,1,1,2,1,1,1,2,1,1,2,0,14
3148969,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191104T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,0,0,0,0,0,1,0,1
3148970,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191124T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,1,1,0,0,0,0,0,0,1,0,1,4
3148971,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191125T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,0,0,0,0,0,0,1,1,0,3
3148972,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191129T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,1,1,1,0,0,0,0,0,3
3148973,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191130T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,1,0,0,0,0,0,0,0,1,1,0,0,3
3148974,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191131T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,1,1,0,1,1,0,0,1,1,1,1,0,8
3148975,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191138T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,12,13,13,13,13,13,13,11,12,13,126
3148976,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191148T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,1,1,1,0,0,0,0,3
3148977,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191172T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,1,0,0,1,0,1,0,0,0,3
3148978,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191173T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,0,1,0,0,1,1,0,3
3148979,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191175T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,0,1,0,0,0,0,0,1
3148980,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191177T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,0,0,0,0,0,0,1,1
3148981,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191179T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,1,0,0,0,0,0,0,1
3148982,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191181T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,0,0,0,0,0,0,0,0,0,1
3148983,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191187T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,1,0,1,0,0,0,0,1,0,0,3
3148984,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191190T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,1,1,1,1,1,1,1,1,1,1,1,11
3148985,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191191T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,1,2,2,3,3,1,3,3,3,2,1,0,24
3148986,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191192T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,5,2,3,3,5,4,2,3,2,3,1,0,33
3148987,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191193T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,6,6,6,7,7,4,5,6,5,5,4,2,63
3148988,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191196T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,2,2,3,3,3,2,3,3,2,3,3,1,30
3148989,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191197T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,0,0,0,0,1,0,1,1,0,4
3148990,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191198T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,1,0,1,0,1,0,1,0,4
3148991,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191200T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,0,0,0,1,0,0,0,1
3148992,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191201T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,2,0,0,0,0,0,0,0,0,0,2
3148993,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191202T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,0,0,0,0,1,0,0,0,0,2
3148994,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191206T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,1,0,0,0,0,1,0,0,0,0,0,0,2
3148995,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191210T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,18,20,19,21,22,19,24,21,21,25,18,7,235
3148996,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191211T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,1,0,0,1,0,1,0,1,0,4
3148997,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191212T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,1,1,0,0,0,0,0,0,2
3148998,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191213T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,1,0,0,1,0,0,1,3
3148999,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191214T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,1,0,1,0,0,0,1,1,0,0,0,0,4
3149000,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191216T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,1,0,1,1,0,0,0,0,0,0,0,3
3149001,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191217T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,0,0,0,0,0,1,0,1
3149002,A 958 680 18 05,1.0,U7,,,1,C958134,Truck,Atego,QVV14191222T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,0,0,0,0,0,0,0,0,0,1,1,0,2
3149003,A 958 680 18 05,1.0,U7,,,1,C958136,Truck,Atego,QVV14191122T,Z 538.534/14,S681,1,Aggregate SAA D958860,Cabin,,2,3,3,3,4,3,4,3,3,4,2,1,35
